rating,,review_text,
5,,100% nice. I'm enjoying using this app,
5,,"very good app , easy to use . thanks for this!",
5,,In fact it's more than any other way of communication,
5,,l hava nothing to complain,
5,,thanks you,
5,,it was great.,
1,,I have got a problem with a new whatsapp upgrade keeps taken my bio off every single one day please fix it back it was before,
5,,My whatsapp is not working,
4,,yutube link with thumbnail is not supported in this version,
1,,I can't access my WhatsApp anymore and it's so frustrating 😭,
5,,you guys should start doing the updating stuff without consuming much date please,
5,,Best of all,
5,,i want to work with the wassapp,
1,,wont let me download it again,
4,,"The past month or so, for some reason if I take a picture through the app and try to send it, it doesn't let me press the send button. It just doesn't do anything. If I use my phone camera to take a picture then send it on WhatsApp then it works fine. The app needs an update to fix this bug. Please fix this.",
5,,its very great,
5,,Befor is good but this week I don't know what happened my WhatsApp not working,
5,,good app,
5,,I've been struggling to go through my received messages as it says my update expired on 23/11/2020 till today.I tried to reload but nothing.,
5,,nice this app for all over the world,
5,,everything fine,
5,,Whatsapp calling After updating i cannot see whatsapp calling option on my phone. Please fix it as soon as earlier,
5,,"The world best App WhatsApp messenger.. Any share information and video call,chat,voice call,status etc .....",
1,,"I'm Soo obsessed with this app that I've forgotten about any other messaging app,Soo fast and reliable and I've also fallen in love with meta Al🥰🙈😘👍",
3,,"""read all"" option remove please 🙏",
1,,app isn't installing please help me,
2,,I experienced that every time I enter the app it forcestop itself making me relaunch it again,
4,,Interesting and helpful.,
2,,Great,
5,,Good and easy,
2,,it helps as for research,
5,,"Number 1 social App ever, love it forever, it's the highest showcase of human brilliance",
5,,great working app for running my maintenance department for hotel,
2,,is is super slow and needs time which is not profound,
5,,it is a great app,
5,,I love Whatsapp so much,
5,,Thanks you,
1,,WhatsApp very worst 😭,
5,,Best experience with these app,
5,,"very nice,it helps to new ideas to students",
5,,good app,
1,,don't use this apps a fraud,
5,,so cool and more private chat,
5,,it was good get to chat with all my friends for a very long way,
5,,It is fine,
3,,Video call effect is not coming in my phone pls update,
5,,10o,
5,,it's very nice 1000%,
5,,I cannot send nor receive watsapp messages 😥,
5,,good experience,
5,,is because it's good,
5,,It's good app,
5,,I love the app it's wonderful,
5,,Please help me whatsapp sport me,
5,,ultimately app🥰,
1,,Can't I just use an email to log in? I changed my phone number and lost a lot. + Using my computer is a real pain without a smart phone for some reason. edit 2025: how do we disable the meta AI garbage?,
5,,i am facing the spam issue of my whtapsapp,
2,,I hate this Updates and Status feature. It was a good simple chat app before.,
5,,not allowed to update,
5,,restore my whatsapp,
5,,good app. very very nice,
5,,good and safe for keeping your chats private 🥹,
2,,"I've been trying to login but it is telling me to download the Whatsapp official, I have even downloaded it but I can't figure out what's happening",
3,,Nice app ! I kindly request that having a better video call quality for low data and improve the quality app quality,
1,,wary bade My account is locked 🥺,
5,,super but call quality is low,
2,,status are blur nowdays,
1,,I can't understand this new feature ..can any one please understand me the same features,
1,,whatapp can't download please help me,
5,,welcome 🤗,
5,,Top of all in apps,
1,,WhatsApp OTP not received please solve this problem,
2,,please I just installed my WhatsApp and is not showing but am chatting on it,
5,,Nice really nice,
3,,"This app is amazing but the problem is the new update. In the about (where you can keep your status, about whatever you call it) has only 50 characters and there's no option for the about to never disappear, so I have to keep it custom and have to set it everyday so it won't go. Please fix it. Thank you!",
4,,Very convenience and efficient.✔️,
1,,"very misleading... it is rated PEGI 3, yet it requires 13 year old to register. also there is no way to disable channels or parental controls, so that children do not access unfit content",
3,,much better than Lidls app for sending photos and text.,
5,,It is very good and helping,
5,,"Whatsapp is the chat app I know, from AIs to friends and families chat. works on low internet. thanks to the developers . You're the best of all.",
1,,want logout option,
5,,review in my public accounts and device info update.,
5,,It's so amazing,
1,,no security...,
1,,dear what's app team My what's app account is banned please help me.,
5,,"It is one of the best Communication app designed for talking, Chatting, Calls and etc",
5,,the best so far,
5,,very good app,
4,,you should be able to make us add friends from around the world,
5,,it makes sending information easy,
5,,it's a good app,
5,,please my whatsapp account is unbanned,
1,,crashing,
4,,this app is very good 💯,
5,,Please i will like to make an official report on my whatsapp. I am unable to access whatsapp. I was told my account can no longer use whatsapp until i changed my whatsapp number. But i would love to use my old whatsapp number. Kindly help me,
4,,it's a good app,
5,,I love WhatsApp for my aducation,
5,,really good app,
5,,Good app,
2,,"Backup on this app is absolute trash, I lost all of my chats, it can't restore them.",
5,,nice app work and helpful and fast,
1,,facing issues with chats disappearing and unable to send messages. raised concern multiple times,
1,,not supporting visually impaired person to type... some issue with the accessibility features,
5,,awesome app tho the majority in uganda is switching to Snapchat,
5,,please 🙏 riseu my WhatsApp please,
5,,very good nice app,
5,,nice and Best app half the day in the app 10 on 10,
2,,Whatsapp about ma alfaz ke tadad zayda kro please 🥺🥺🥺🥺 please 🥺🥺 please 🥺🥺 please 🥺🥺 please 🥺 please 🥺 please,
1,,It's kinda disturbing I want to know why is it always saying account locked,
5,,I try to open my WhatsApp number but it not open,
1,,they are showing non recommended channels which I don't like and they're making me angry 😡,
5,,"Good, but help us to make use of free data mood",
5,,Nice app to Whatsapp,
4,,In my opinion this app is good 👍 but I think video call and audio call 📞 need more work😊,
5,,world best app,
5,,"WhatsApp is a reliable and easy-to-use messaging app with smooth performance and fast delivery. Chats sync instantly, voice and video calls stay clear, and media sharing is simple and quick. The interface is clean, backups work well, and security features like end-to-end encryption add real confidence. Overall, a dependable communication app that fully deserves a solid 5-star rating.",
1,,Search Option Not Working in Chat,
5,,Good whats,
5,,I love the app,
1,,WhatsApp is stuck on the loading screen while initialising the WhatsApp. please help me to solve the issue.,
5,,5 🌟 account,
5,,It is such a good app,
5,,It's good to use,
5,,extremely good 👍 👏 👌 🙌,
3,,"it's good and perfect, and easy to use,but my account is always used without my consent. please is it the app that allows it or the fault is from me. please if it's from the app please do something about it. thanks.",
5,,perfectly great❤️💯,
1,,my chats aree not getting backup,
5,,good app,
5,,thank you,
5,,that's so good,
5,,this app so amazing,
5,,my experience is 1vs4 easily,
5,,I am unable to access my whatsapp. Pls help and unbanned it for me.,
5,,It's nerve-wracking and exciting..,
5,,Good and I am satisfied,
5,,Dear WhatsApp I am facing a WhatsApp account is not opening my account please save this problem have facing this issue in my WhatsApp can no letter use WhatsApp,
5,,cool,
1,,I have been banned because I don't know what I have done please can I have my old account plsssss,
5,,I love it its wonderful 😊,
1,,I have Been Fase A Download error problem,
1,,Problem with the WhatsApp messenger and it's been always problem for a long time. You people can't solve it.,
1,,the app is not working on my phone,
1,,crash today,
5,,it a very good app know ads,
5,,it more better and make life easier,
5,,"I Never Thought WhatsApp Will Be The Good News, That Will Make Me Be Happier Than Ever My Problem About WhatsApp Is That It Needs To Be Updated By Data Because Some Times I'll Be Caring Only 100mb Or Less Than 100mb Which Means I Can't Update This App Because I'll Have To Use Data For Some Apps My Problem In WhatsApp Is To Update It but I Love WhatsApp Very Much For Chatting, Posting,Editing, And Every Thing That WhatsApp Can Do Plus Our 'META AI' WhatsApp Is The Need In This Life Of This Time..",
1,,Horrible. They suspended my account for no reason and now I've lost important contacts.,
5,,Thanks. I want my WhatsAppto show on d screen,
1,,"The app description is not matching the app experience! The versions of WhatsApp are very boring and not clear… The main disadvantages of using WhatsApp are lack of privacy of personal information, spread of fake news and misunderstandings, and vulnerability to cyber attacks. End-to-end encryption. 😡😡😡😡😡",
5,,I LIKE IT TOO MUCH,
5,,Because it is very slow plaease check it,
5,,thanks for your help,
4,,This app is so special,
1,,Please tell me how to unban WhatsApp.,
1,,"uggg! your app sucks i can't save a contact in WhatsApp please that feature you have given me several issues because of this if you don't add this I'll sue you with 100,000 $",
4,,The best app I've used so far,
1,,like it doesn't even I cannot even download it on my phone and I have infinite storage infinity storage and I don't understand why it's not downloading and it's telling me that my phone has a problem but it doesn't whatever is happening but it doesn't want to download so if it doesn't want to download just leave it and go to WhatsApp business or something I don't know,
1,,there are soft porn promotion in whatsapp channel whatsapp should take action against theme even kids now day are using WhatsApp in parents phone such 3rd class channel are suggest on top by whatsapp why? take action against theme or just remove the community option,
5,,Good I enjoy it,
5,,I KNOW THIS AAP IT'S WONDERFUL AAP IN THIS WORLD,
1,,"Why is Whatsapp blocking almost everyone accounts this days, is there something you people are not telling us? I'm really disappointed ☹️ you can't do business on Whatsapp with peace of mind anymore, any small things banned",
5,,"Acrually whatsapp is soo amazing no app can conpaire to it I really love it and now am whatsappadict 😀 nothing more, I gave it five star 😘",
5,,I love to use this app.i'm supporting Manchester United,
5,,"I am unable to enable WhatsApp pay, tried updating the app also",
2,,"This new update is sucks, why every time i video call with friends even the connection are stable but still delay and blur? When i used WhatsApp for the first time, even that connection was low but it's still can communicate with others, since Meta update, it's really annoyed when i make video calls with others, please fix this as well!",
5,,it's a great social app,
5,,good app,
1,,good app,
4,,please my WhatsApp account is blocked can you help me fix it,
5,,nice app Whatsapp is bast app,
4,,"I really don't know why WhatsApp is banning my account, this is the second time I don't spam , nor do I add people to groups without their consent I really don't know why pls help me review this pls and I want to know what I can do to stop my acct from getting banned again",
5,,it is boring because it doesn't have a theme and i can't talk to my friends or family members and I am in a hard situations and I need to keep in contact with my family and friends so I can inform them when I need help with anything or when I need someone to comfort me when I feel alone and I also noticed that the meta does not help me with anything it is supposed to give correct answers only and it is it responsibility to keep me comfy from my sickness it is supposed to be there for anytime ❤,
3,,ok but you want give more updates and you want to first,
5,,whatsapp bainr,
5,,the best messageer app ever,
5,,it's good and fast,
1,,other can't hear me,
5,,Very great app,
3,,Overall its fine but for godsake stop adding useless features and make whatsapp about permanent again! These new features and disappearing whatsapp about is ridiculous!,
5,,Very good nice so mich cause of the privacy,
4,,WhatsApp is not working so please help me with this whatsapp,
5,,educative and knowledgeable,
5,,I have really helped a lot of people there who had the same interest as meq,
5,,I love my Whatsapp,
2,,whatsapp beand problem this account can no longer use whatsapp,
5,,it messages easily to everyone and i like this app so much,
3,,Cul although it keeps my account sparm 🙄,
5,,not responding in the my whats app,
1,,poor service,
1,,no use using this!,
5,,I like it but it usually makes me feel bad when my account is not working,
1,,Mine is downloaded and ready the only problem it's giving me is verifying my number,
5,,WhatsApp not working well always shows offline please sort out my problem,
1,,Unremovable AI feature is suck,
5,,unlock my watsapp account,
5,,I love whatsapp,
3,,The mute button is not working,
2,,Pull up to call is a ridiculous addition and doesn't even have a way to turn it off.,
4,,Takes too slow to update,
1,,doesn't work on my tablet,
5,,very nice app,
1,,automatic bug and glitches,
5,,I like it is so good experience,
2,,Not properly working my what's up,
5,,very good service 👍,
5,,This account can no longer use watsapp due to spam kyu ho raha hey,
5,,please back my WhatsApp,
1,,updating it and it uninstalls,
5,,great app,
5,,I really enjoy it,
1,,"pls I need help my account was been banned and I am sincerely sorry for whatever I did and I am looking forward to an unban plssss, and it keeps on happening.",
5,,App is not bad 👌 but not very well ❤️,
5,,bast app,
5,,Thank you,
1,,"I was excited that I got a new phone and can talk on whatsapp with my friends but i hot banned just for talking to my friends fast as spam, I hate this.",
5,,whatsapp is down please help,
5,,my beast app,
1,,very bad app my watsapp account banned since 10 days poor app bad poor,
5,,it's very a best communication app,
5,,Making people connected everywhere and timi,
4,,"I've been using this app for years and I just absolutely love all the features. Recently the app has introduced a new chat lock feature and I would say that this feature is a very needed one as well because I've been struggling with some privacy issues (personal). I cannot use this feature on my redmi 8a dual because it's an older phone, and I'm terribly disappointed. Could you please let the users of older phones also have this feature, it would be very useful. Expecting a quick response☺️",
5,,I love WhatsApp,
1,,"This is the worst communication app because when someone sends me a one time view video, it does not play, it shows unexpected error, it shows this video is not playing, it auto exits, I have allowed all permissions although not playing fix it immediately...",
5,,very good app,
5,,"Add an option, if someone send me message from unknown number, that person will not receive read receipt if I seen that message. thank you",
1,,In the new chat icon the alphabet where removed the list search and it's annoying to search the contacts name.,
4,,WhatsApp stopped supporting front light which is not good I use front lights for night calls but now WhatsApp has stopped it 😢,
1,,"WhatsApp is losing it's credibility day by day, the new channel feature promoting online illegal betting groups, sex chat,scams groups you can not even turn this feature off.",
5,,open WhatsApp,
5,,It very good Nice one,
5,,why my whataapp not working,
4,,WhatsApp has always been good but sometimes I will send message it won't go and it mark but I still love it because sometimes it works but when I post status it won't go please my request is to change it back it good and go when sending messages,
5,,I love you this app,
5,,"what's app doesn't download, install",
1,,Dear WhatsApp. my WhatsApp is giving me problems help me solve the issue. thank you,
4,,Very good application,
4,,"Dear WhatsApp Team, My account has been banned and is showing the message: ""This account can no longer use WhatsApp."" I believe this may have happened by mistake. I always try to follow WhatsApp’s policies and guidelines properly. Kindly review my account and give me one more chance to use WhatsApp. I really need it for personal and important communication. Thank you for your time and support. 🙏 Regards, device:- realme Gt7 name:-irfan  Device Type :-realme gt7",
1,,Insecure app. I prefer Signal,
3,,good application used full,
5,,it is wonderful app for giving our time . to chat someone . to call someone . to videocall someone.,
1,,Thanks you very much you helped me to talk to my brother with this app,
5,,please my WhatsApp download help,
1,,where is the scroll option for contact list,
5,,this app is very good and important,
1,,"very very worst , my husband doubted to install this account to hack my all mobile usages",
5,,It's nice and fast,
5,,Its ok i guess,
1,,The meta ai is not good you need to improve it more it even don't do the task assigned to it. It is very annoying 😕,
5,,verification code is not received my mobile,
5,,this apps is very important part of the helpline number which is your best friend 💯,
1,,thanks full form app but watsapp not open please help,
5,,It is very important for emergency message.,
1,,"it can't open chats bar, and can't set 2 step verification. Someone always hack my applications and phone. Newly installed trying to secure my application he far ahead secure chats by end - end - encryption. Also 2 step verification",
5,,I want to made whatsup kindly help me to sorting,
1,,it is hard to use says use the official whats app,
4,,"WhatsApp should quickly release the new username feature for all users. It’s very useful because it allows us to chat without sharing our phone numbers, which improves privacy and security. Just like Instagram or Telegram handles, usernames will make it easier to find and message people safely. This feature has already been tested—please make it available worldwide. We really need it!",
4,,It's cool,
5,,fun with friends,
5,,this is the right rating for Watsapp we can easily chat to our friends and relatives it's easy to talk and chat we can call each other and edit our status and dp Watsapp is amazing. Keep it up watsapp 🙂🙂,
1,,very slowl download!!!,
1,,Can't download WhatsApp,
5,,it's very nice,
5,,Very fast and is reliable,
5,,joy and happiness,
5,,WhatsApp is doing outstanding,
1,,I'm not able to log into my account with my number,
5,,very easy 😄 and afforded at any cast for chatting with friends 😔,
5,,help me please this what's app download hshshshabaha,
5,,cool 🆒🆒 the kids are you doing now video is not a little bit of a little bit of a,
5,,App not installed and not working my mobile,
5,,"Masha Allah, it's so much fun to use this WhatsApp app.",
1,,my account was block to use this service.,
3,,The new chat update is annoying 🐶. Bring back the old one or make it better(The visual aspect),
5,,good app long distance people too be in touch thankyou 👍😃,
5,,the Best app good and correct in the WhatsApp group,
5,,Cannot use this WhatsApp,
5,,I love what's up 😍😍😍😍😍,
3,,not clear,
5,,it the best massaging app u can have,
5,,very nice app,
4,,please allow access to WhatsApp,
1,,WhatsApp has a glitch in which all my previous chat has being got cleared by it self,
1,,very day Barn my number and verified my WhatsApp I don't know all this I don't like it,
5,,"I’d love a feature that shows a microphone audio waveform during WhatsApp calls. Right now, there’s no visual indicator that our voice is being picked up properly. A waveform (like the one for voice notes) would help users confirm their mic is working and improve confidence during calls, especially with connectivity or sensitivity issues. Thanks for considering this improvement!",
5,,incredibly workable,
5,,Great,
5,,it's good and enjoyble,
1,,This app is nonsense it use to lock by itself and it will be requesting about spam more than 10times,
1,,it is bad it refuses my log in and keeps on saying download official WhatsApp when I go to learn more and try to do so it says already downloaded,
5,,good app,
1,,not able to copy number and if I save number in WhatsApp it's not showing in contacts list,
5,,banned wattsapp,
2,,Seriously like there's some stupid updates,
1,,Was working normal till today but from afternoon it got logged out and all my data gone,
4,,goods whatsapp,
5,,easy to reach,
5,,need it,
5,,The most useful app ever I see in my life we do anything without sending a letter for anyone and spend the time with our friend and family without being with each other,
5,,what to updated what's up,
4,,"Nice app for chatting with one another through messages, voices , statuses",
2,,mere phone se status hd me forward kyu nahi ho raha.?,
2,,no download my WhatsApp,
5,,"I have been trying to login my account but is not going through,plz i need to login,since the very first time i downloaded whatsapp,it has been giving me issues plz",
5,,"I send you a hundred times and hundreds of resspect for you, you are a great software and program for installation and storage that I can even write to and call mom peace.",
5,,WhatsApp Good 🙂,
5,,"It's frustrating that when I record a voice comment on a status, image, audio, or video sent once on WhatsApp, it doesn't send. Could we please bring this feature back to WhatsApp? Thank you.",
4,,make it privacy that no one could see my details,
1,,not making my video calls clear,
5,,very important,
5,,whatsap,
5,,Update WhatsApp message,
1,,what's wrong with WhatsApp suddenly my number logout and I'm not able to login and my Dubai no. is not available because the sim is off I had only WhatsApp in Pakistan now I lost WhatsApp 😓😓😓,
2,,my account is banned so I hope you unban my account,
5,,very Good sarvice nice,
5,,good service,
5,,It is good,
1,,latest update sucks i need to force stop it to open it again after closing it again.,
5,,I always communicate with my friend,
1,,ONE STAR ONLY BECAUSE..THIS NEW UPDATE!!! WHO DECIDE TO ADD THE DURATION FOR THE BIO BRUHH!!! CHANGE IT BACKK!!!,
1,,plz on that wp,
2,,"it was better before now it's confusing,complicated just make it simple in the new updates . I should try arattai",
5,,best 💯💯💯when chatting💬 or post status,
4,,the best,
1,,useless channel suggestion. just remove it or give an option to hide channel suggestions.,
1,,"Why is there now duration limited time for ""about"" in profile??",
5,,WhatsApp is one of the best app that I have ever used,
3,,kindly include the type of music playing on Spotify or other music app. to be shown to everyone.,
5,,Very good for communtion 👌,
2,,Can't upgrade my whatsapp,
5,,Very easily to use..,
5,,some blank space are coming for some sec after sending msg why I have already updated it????,
1,,are apne ghatia channel apne paas rkho. what App balo ..last old version is gud New update is LUL.,
1,,Poor I cancelled my subscription but for 2 months now I keep getting previous orders sent & money taken from my account no happy!,
5,,es ka solutio Nepali you need to official WhatsApp login,
1,,very bad service's,
5,,Whatsapp is the best way to communicate with each other and to know how our day is by posting on status,
4,,good apps and very useful for communication,
5,,very nice application 🙂,
1,,status review problem,
5,,best app for massage and video call app,
5,,amazing for calls Massges,
3,,It's a very nice app.. But it always needs updating,
5,,this is good but not 2025 because Ai is coming,
1,,"I got banned for no reason, I can't find any call centers or ways to reverse it, please help and I'll rate it back to a 5",
5,,Good and adorable,
1,,Sorry,
5,,Most helpful apps. During lockdown is helps many Students to study at home ❤️❤️,
5,,what's app is the best app to communicate with people far away,
5,,please send photo videos voice my WhatsApp,
5,,Its good to use and it easy to see someone from far,
5,,is very good app,
3,,Easy to use,
5,,Playback,
1,,mujhe mere WhatsApp mein problem a rahi hai hi,
5,,please whatsApp open,
3,,whenever I try to sign up it says you need the official WhatsApp to log in and I'm not trying to log in,
5,,photo gallery,
4,,"Why i can't delete my message ""for everyone""❓(just only ""for me"" )",
5,,it is so fast,
3,,bed service,
1,,"I'm out of WhatsApp cos I've forgotten my two verification code and I've tried since last week, if you could verify for me.",
5,,Has positive impacts Has negative impacts,
1,,My whatspp number is banned and I still downloaded the Official WhatsApp but still no Luck it seems someone hacked my account. This is really frastrating,
1,,"I have a background theme in my chats and every time I send a message, it keeps flashing white and distorts the messages. This is since the last update.",
5,,it's goo,
1,,why my WhatsApp account has banned?,
5,,good app for messaging and social media for businesses and entertainment.,
5,,"It has got some absoulte class , superb app",
1,,"my video call is showing blur without even touching anything, it stays blur always by default.",
2,,"my account is being blocked from using WhatsApp and yet i communicate with my family over here,wat am i going to do,and all the chats are still there plz,I need to talk to my family at home",
5,,It's really nice and fantastic 😍,
5,,good app 👌,
1,,HATE THE NEW UPDATE TO YOUR STATUS. PLEASE GIVE BACK THE HIGHER CHARACTER LIMIT AND ALLOW US TO SE THE STATUS PERMENANTLY AGAIN IM GONNA LOSE MY MARBLES,
4,,It is normal,
1,,why posting status not in HD ?,
5,,ads R disturbing while talking,
1,,Message Delivered and seen timing is showing same everytime. now i send a message which is delivered 2minutes ago but when the person seen the message the delivered time is also changing as the seen time and two times are getting same. please solve this glitch as soon as possible,
5,,I need whatsapp,
5,,Very nice app,
5,,"Slow,and im no",
5,,it the best,
5,,good app in the world,
1,,"slow. worst app ever. canno5 do the simplest th8ngs without involving at ,east 3 better apps just to send simple message",
1,,i cannot login whatsapp,
1,,dear devs this is the messenger app that i use on daily basis but after the new update i cant really upload photos from gallery. kindly fix this issue. and you will easily get a five star. My phone model is a samsung galaxy j series phone.,
1,,"This app sucks literal stinkass in terms of handling the back up chats, i lost all of my chats from years back and im crashing out rn",
5,,love this sm i use this for everything,
3,,"I work on WhatsApp on a computer. Since the latest update, you have removed the option to keep draft messages separate. I think this is very important for business reasons or when sending messages to many people at once. Kindly please bring it back in the next update. Thank you.",
1,,open please whtso,
5,,not yet download,
4,,Best Messenger Application... Easy To Use..... UseFull App,
5,,An authentic app to connect with people,
5,,A perfect message app is truly fantastic much better after every update.,
2,,back WhatsApp,
5,,this is nice I like it,
1,,My app r install but not opening.,
1,,help me to return back my WhatsApp account,
1,,when I am sending a voice message to any body the voice is not recording even my mic is also in good condition,
5,,my watsapp status is updating with blurry effects,
4,,Good but pls kindly also block screen capture also for WhatsApp status pls... as soon as possible,
1,,"Since Sept 30, I’ve faced major WhatsApp issues: messages fail to send, contacts show duplicate profiles, and chat history vanished. A banner says contacts changed numbers, which seems like a glitch. Reinstalling and restoring via backup worsened things—messages disappear, replies aren’t visible, and old chats are missing. WhatsApp Web shows some history, but mobile app remains broken. Please help urgently. Unable to see or send any message also chat history is not vissible..so disturbed i am!",
2,,"why is there a duration in the ""about"" section.. Meta, what the F..",
2,,I am getting too much Advertisement with my WhatsApp,
2,,"I've been using this app for long without any issues, but recently, I started facing this issue of bluethick if someone sends messages to my account it will not notify me on my devices and it show to the person that I've read his message, I've updated it to latest version but still not fixed",
4,,"y'all be doing a great job. I totally love this app but can y'all add other options for chat color; something like bright pink, yellow, pastel blue or the likes thank you",
5,,Good but add some games to play,
5,,It's good 😊😊,
1,,Ever since I downloaded this app I could not complete my registration because WhatsApp refused to verify/confirm my phone number,
5,,it very nice at least I can do,
1,,Edit: Personalized Read Receipts? only then blue ticks on for a few chats and not for everyone. that will be such a handy feature to have. 1 starring tk change from 5 so it comes up as a new comment ---- Is it possible to add an authentication password so that i can log out without unlinking it & next time I use it I just have to type in my password without looking for my cell & pick where I left.,
1,,whatsapp calling camera access issues in samsung s24,
1,,"My family is leaving Whatsapp because they've started receiving unsolicited spam from even 'bonafide' companies like Amazon that shouldn't have their telephone or what's app, and this scares the elder members, as this just looks like a scam to them. A verification tick doesn't even begin to come close as a solution. This has also destroyed its one value which was as a 'never ignore' priority channel. Privacy is not SIMPLE to configure. behavior is not RELIABLE. Feeling if PRIVACY is gone.",
5,,please only one thing add the face filtar on video calls,
5,,good for us we are Rohingya,
1,,After update battery drains faster and now if you don't update the app you can not make any calls....,
5,,I like the whasapp app,
3,,this app is amazing,
3,,it nice app I love d upgrading but I don't know why my WhatsApp used to block please help me,
1,,whasatap part of our life I use everyday in university work,
1,,it is giving me problem to sign in,
1,,I have found that this app can be used to send see once pictures which has been nice for me in the past 2 years,
1,,it downlads so slow,
5,,it is fast and I enjoy talking to my friends and my family,
5,,its a Nice App To the Source of Communication💞,
1,,not working properly 🤬🤬🤬,
1,,you are to slow thanks,
1,,"Many New features like Account Centre, Add Facebook option is not available. Have used an updated version.",
5,,nicely done,
5,,"Please add an ""edit status"" feature.Also let's be able to write a longer status, and choose what we want as the app lock instead of just the phones lock.",
5,,very nice app,
4,,chat with your family and friends,
4,,the best,
5,,May best application,
3,,"Since the recent update, am unable to delete former About descriptions in my list. Am using a Vivo phone, running on Android.",
2,,"I can't find the new WhatsApp reshare feature on my WhatsApp interface and I've updated it to the latest version. Please suggest what might be the problem, I noticed other people have the feature on their WhatsApp but I don't have it and it's and issue. I would love META to resolve this ASAP.",
4,,it good but sometimes Network issues makes the app annoying to use.,
5,,Love this app better than Facebook,
5,,it's nice,
1,,Worst experience. the app is frequently crashing and my date backup is not possible. tried all corrective actions. but nothing works. not even whatsapp support is able to solve my issue,
1,,not working broadcast,
5,,will try to call to anyone on WhatsApp it's showing connecting problem please fix this issue as soon as possible,
5,,my account is suspended from last more than 2 months without reason. can anyone from META help me to reopen my account?,
5,,very nice app,
5,,good app,
1,,worst application ever I used. Otp is not receiving for login or registration,
5,,I love everything about it,
1,,Interesting App but the update is too much every time update ??,
5,,Good Service,
1,,"The app was good from the start, but it is not correct and should be shown as a restrict when a broadcast is created in it.",
5,,WhatsApp in best app but My account is blocked 🚫 please unblock my account 😢 please,
5,,Meri wtsp login NH ho rhi,
3,,it's fair but after the latest updates it now takes lots of time and minutes to post in Ur status irrespective of how small it needs to be fixed,
4,,I'M REALLY APPRECIATE FOR THIS APP,
5,,Good Service,
4,,randomly logged out of whatsapp,
5,,"I really like this app, in anytime I us it",
5,,asalamo aliykum..sir mery paas Whatsapp messenger ha but ya open ni ho rha... two step verification code mang rha ha or wo mujy yaad ni haa abb Kia karon... please help me...,
1,,wow I love it,
5,,It's the best messenger in the world,
5,,nice for communication 👏👏👏👏,
5,,WhatsApp has been great but lately not working well for me,
1,,Service is bad ilost everything,
5,,moreover the information you provide 👍,
5,,love this app its 😃,
1,,Old version is good version this version is worst,
5,,Easy communication with people,
4,,hello team whatsApp my account is restricted for my some contacts. kindly review and resolve the issue as soon as possible. I am looking forward to your positive response,
1,,after unistalling it is not even installing again.,
5,,I like the new look but the only problem is that I don't have the new version of this I updated this but I can't find the new chat themes,
5,,thanks for you,
5,,it's the best app,
5,,great no problems and no,
4,,my experience is great with this app,
3,,its a bit slow.,
5,,Perfectly fine,
5,,best app I really like using it,
5,,My WhatsApp account is not working,
1,,it just makes itself complicated,
5,,Whatsapp good,
5,,Good app it is so useful i found the AI image feature i rate this 10 / 10,
5,,what a aap,
5,,very interesting,
5,,communicate is nice,
4,,Lt is fast and simple but difficult to sign up for,
5,,Just download it cause my friend finds it hard message me but it's not as bad as people say,
5,,It the best messaging app to ever exist,
5,,This is very good and beautiful app so funny,
5,,it is very essential n helpful,
5,,it cool,
5,,Very good and supportive,
1,,now am not able to see others about status after update wht they updated on profile even after they set it as for everyone it is really a great bug plese fix it and cannot restore any messages when chats moved to New phone plese fixed it,
5,,the app is a very nice app maybe you guy should add something like filter to the video and camera settings,
5,,your service is very nice,
1,,how to increase the whatsapp broadcast list,
5,,I love this app so much,
1,,"In my phone, after is clicked what'sapp icon, loading page only comes. no response only loading screen. I tried restart phone, data connection is good, uninstall and installed what's app, so many times. But no response except loading screen.",
5,,I want to update my WhatsApp acco unt,
4,,Acha,
4,,ok thanks,
5,,Nice it is,
1,,whats app lock not properly working,
5,,nice for message in short time,
2,,don't like the constant updates . it's almost become like instagram at this point . also don't like the limit to letters in about of my profile,
1,,"I cannot get it to upgrade. Used it successfully for years but now, with my phone only 3 years old, it won't work.",
5,,the best,
1,,my what's app account hack please stop use another phone please it's a humble request please,
4,,Nic application,
5,,Love it,
1,,"The WhatsApp application is extremely frustrating and poor quality. I cannot receive the verification code via SMS or email, even after providing my email address. I urgently need to use the app, but I am blocked from doing so. It is very disappointing.",
5,,my whatshp note ricepve otp soluson,
5,,This app is awesome 😍 thanks,
4,,ye app bht acha h lekin pata nhi ye q nhi chal rha h maine ise download kiya phir install kr rhe hoon is app ko maine login bhi kiya dekhte h ye work krta h ya fir kuch aur krna hoga 😏,
4,,nice whatsApp 🥰🥰,
4,,Hello whatsapp please make longer time of Edit... time of edit is very short and sometimes make problem for us... thanks,
5,,WhatsApp downloading,
5,,please sir unbbend my account I have meeting urgent sir at 3 clock please sir,
4,,GBox is a very good app but only one problem they do not support whatsapp,
3,,not working my whatsapp,
5,,Couldn't send any message...,
3,,easy back up process,
5,,it's the best app for me but sometimes when I want to put music on apost it doesn't work,
1,,"Use Signal instead. Use smoke signals, and it will still be a better way to communicate than this malware of an app.",
5,,good app 👍,
3,,I would like to say regarding the very poor quality of the status updates/shares that we post on WhatsApp. I request that this issue be resolved as soon as possible. After which we can more comfortably use the app .,
3,,is the new update available now to use,
5,,it's fantastic,
5,,Is a nice app for chatting,
